dealer_up,initial_hand,actions_taken,win
11,"[7, 10]",[['N']],0
10,"[11, 4]","[['H', 'H', 'H', 'H', 'S']]",1
10,"[9, 9]",[['S']],1
10,"[10, 10]",[['S']],1
5,"[11, 2]",[['D']],0
9,"[5, 9]","[['H', 'S']]",1
10,"[7, 4]",[['D']],1
10,"[3, 10]","[['H', 'S']]",0
7,"[4, 7]",[['D']],1
11,"[9, 8]","[['N', 'R']]",0
8,"[11, 5]","[['H', 'H']]",0
6,"[4, 3]","[['H', 'S']]",0
5,"[10, 11]",[['S']],1
2,"[3, 2]","[['H', 'H', 'S']]",1
5,"[10, 10]",[['S']],0
10,"[9, 3]","[['H', 'S']]",0
3,"[5, 6]",[['D']],0
7,"[8, 6]",[['H']],0
11,"[4, 4]",[['N']],0
11,"[6, 4]","[['N', 'H', 'S']]",0
8,"[4, 10]",[['H']],0
10,"[11, 8]",[['S']],1
7,"[6, 8]",[['H']],0
4,"[6, 2]","[['H', 'S']]",0
10,"[6, 3]","[['H', 'S']]",1
10,"[10, 11]",[['S']],1
8,"[6, 8]",[['H']],0
5,"[7, 3]",[['D']],1
11,"[6, 10]",[['N']],0
8,"[10, 9]",[['S']],0
8,"[2, 7]","[['H', 'H', 'S']]",1
3,"[3, 8]",[['D']],0
5,"[5, 8]",[['S']],1
9,"[10, 9]",[['S']],1
7,"[7, 3]",[['D']],1
9,"[11, 8]",[['S']],0
11,"[10, 8]",[['N']],0
11,"[10, 8]","[['N', 'S']]",0
2,"[6, 10]",[['S']],1
10,"[10, 11]",[['S']],1
6,"[10, 9]",[['S']],1
10,"[9, 10]",[['S']],1
10,"[10, 5]",[['R']],0
10,"[10, 10]",[['S']],1
11,"[7, 10]","[['N', 'R']]",0
10,"[10, 7]",[[]],0
6,"[7, 10]",[['S']],1
10,"[10, 4]",[['H']],0
10,"[6, 10]",[['R']],0
3,"[10, 8]",[['S']],1
10,"[10, 10]",[['S']],1
10,"[4, 10]",[['H']],0
2,"[10, 9]",[['S']],1
4,"[3, 6]",[['D']],0
6,"[2, 10]",[['S']],1
10,"[6, 10]",[['R']],0
10,"[7, 2]","[['H', 'S']]",1
10,"[3, 8]",[['D']],0
11,"[2, 10]",[['N']],0
2,"[10, 5]",[['S']],0
2,"[2, 10]",[['H']],0
10,"[10, 10]",[['S']],1
10,"[10, 3]","[['H', 'S']]",1
10,"[6, 10]",[[]],0
2,"[3, 5]","[['H', 'H']]",0
11,"[11, 6]","[['N', 'H', 'S']]",0
2,"[8, 7]",[['S']],0
2,"[10, 10]",[['S']],1
7,"[5, 10]",[['H']],0
7,"[10, 5]",[['H']],0
6,"[11, 10]",[['S']],1
8,"[7, 11]",[['S']],0
6,"[10, 9]",[['S']],1
4,"[10, 9]",[['S']],0
8,"[2, 10]","[['H', 'H']]",0
10,"[2, 5]","[['H', 'H']]",0
6,"[10, 10]",[['S']],1
10,"[11, 9]",[['S']],1
10,"[11, 6]","[['H', 'S']]",0
8,"[10, 3]",[['H']],0
7,"[2, 10]","[['H', 'S']]",1
5,"[10, 10]",[['S']],1
3,"[9, 5]",[['S']],0
9,"[10, 10]",[['S']],0
10,"[5, 2]","[['H', 'H']]",0
9,"[11, 8]",[['S']],0
10,"[11, 10]",[['S']],1
10,"[5, 10]",[['R']],0
6,"[3, 3]","[['P', 'S'], ['D']]",1
8,"[10, 3]","[['H', 'H', 'S']]",1
6,"[2, 4]","[['H', 'H', 'S']]",0
2,"[10, 10]",[['S']],1
10,"[2, 5]",[[]],0
2,"[5, 10]",[['S']],0
10,"[11, 10]",[[]],0
7,"[10, 3]",[['H']],0
2,"[6, 9]",[['S']],0
7,"[3, 3]","[['P', 'H', 'S'], ['H', 'H', 'S']]",1
6,"[3, 10]",[['S']],0
10,"[6, 10]",[['R']],0
4,"[10, 8]",[['S']],0
10,"[9, 3]","[['H', 'H']]",0
10,"[10, 7]",[['S']],0
5,"[10, 7]",[['S']],1
